student_id,department,academic_year
jh184,CLAS,2015 - 2016
ec275,POSC,2015 - 2016
ep605,ARTS,2015 - 2016
ro917,PBSC,2015 - 2016
ja488,EDUC,2015 - 2016
cl933,EDUC,2015 - 2016
js347,EDUC,2015 - 2016
ao340,POSC,2015 - 2016
ty248,EALL,2015 - 2016
cr848,ARTS,2015 - 2016
sm861,EDUC,2015 - 2016
cm495,ENST,2015 - 2016
dh222,HIST,2015 - 2016
pn620,ECON,2015 - 2016
kc789,HIST,2015 - 2016
ps878,RMLL,2015 - 2016
jr728,SOAN,2015 - 2016
at416,SOAN,2015 - 2016
am785,POSC,2015 - 2016
dw851,EALL,2015 - 2016
dm870,SOAN,2015 - 2016
jm528,COSC,2015 - 2016
mb863,ENGL,2015 - 2016
cg983,MATH,2015 - 2016
al214,ENGL,2015 - 2016
ir435,THEA,2015 - 2016
jm757,PHIL,2015 - 2016
rw958,ENGL,2015 - 2016
dc908,HIST,2015 - 2016
jr292,ENGL,2015 - 2016
tr798,HIST,2015 - 2016
nm766,PHAS,2015 - 2016
aw641,CHEM,2015 - 2016
jp442,GEOG,2015 - 2016
tr220,POSC,2015 - 2016
dl834,WRIT,2015 - 2016
da499,ENGL,2015 - 2016
kb419,WRIT,2015 - 2016
dk587,RMLL,2015 - 2016
pg386,ENST,2015 - 2016
dj910,BIOL,2015 - 2016
hw965,RMLL,2015 - 2016
es645,ARTS,2015 - 2016
sm218,MATH,2015 - 2016
wj999,SOAN,2015 - 2016
am774,RMLL,2015 - 2016
ch163,GEOG,2015 - 2016
ja157,ARTS,2015 - 2016
lw226,THEA,2015 - 2016
pw337,WRIT,2015 - 2016
br355,GEOG,2015 - 2016
as134,CLAS,2015 - 2016
ag361,ARTS,2015 - 2016
me586,ENST,2015 - 2016
sm290,RMLL,2015 - 2016
vp595,CLAS,2015 - 2016
tk292,RMLL,2015 - 2016
mj391,ECON,2015 - 2016
lw305,RMLL,2015 - 2016
cw902,COSC,2015 - 2016
rm426,WRIT,2015 - 2016
jc756,ENGL,2015 - 2016
mb266,PBSC,2015 - 2016
ba146,ARTS,2015 - 2016
kc121,ENGL,2015 - 2016
cg735,SOAN,2015 - 2016
mr919,PHAS,2015 - 2016
jf312,PHIL,2015 - 2016
rw681,SOAN,2015 - 2016
ps476,ENGL,2015 - 2016
dh506,ARTS,2015 - 2016
tr376,RELG,2015 - 2016
cr282,ARTS,2015 - 2016
sm606,MELL,2015 - 2016
ss292,HIST,2015 - 2016
tm151,ARTS,2015 - 2016
gs884,ENST,2015 - 2016
rm941,ENGL,2015 - 2016
er599,MATH,2015 - 2016
jp722,HIST,2015 - 2016
ap179,EDUC,2015 - 2016
gf150,HIST,2015 - 2016
jh425,RELG,2015 - 2016
hj996,EALL,2015 - 2016
jw821,ECON,2015 - 2016
gf839,HIST,2015 - 2016
jm173,PBSC,2015 - 2016
cm556,HIST,2015 - 2016
rt840,ENST,2015 - 2016
jd266,PHIL,2015 - 2016
cb263,SOAN,2015 - 2016
vf731,RMLL,2015 - 2016
sh373,HIST,2015 - 2016
ss953,HIST,2015 - 2016
mc643,ENGL,2015 - 2016
jh186,EEGS,2015 - 2016
dn127,POSC,2015 - 2016
mw467,POSC,2015 - 2016
kw228,BIOL,2015 - 2016
js756,ENGL,2015 - 2016
mj935,ECON,2015 - 2016
cr888,SOAN,2015 - 2016
pp588,ARTS,2015 - 2016
ct675,THEA,2015 - 2016
dg449,SOAN,2015 - 2016
mb251,HIST,2015 - 2016
lg136,PBSC,2015 - 2016
tb702,PHAS,2015 - 2016
ak826,ECON,2015 - 2016
br864,PHAS,2015 - 2016
dt984,HIST,2015 - 2016
el317,RMLL,2015 - 2016
rb354,RELG,2015 - 2016
br907,ARTS,2015 - 2016
cy433,PBSC,2015 - 2016
tm938,EDUC,2015 - 2016
an789,SOAN,2015 - 2016
cj214,CHEM,2015 - 2016
rp263,SOAN,2015 - 2016
sm576,WRIT,2015 - 2016
jd866,EEGS,2015 - 2016
ms257,SOAN,2015 - 2016
cm289,HIST,2015 - 2016
cw264,ARTS,2015 - 2016
rp823,ENGL,2015 - 2016
es109,COSC,2015 - 2016
js419,PBSC,2015 - 2016
ck491,POSC,2015 - 2016
jw770,RMLL,2015 - 2016
cs597,PBSC,2015 - 2016
tj596,ENGL,2015 - 2016
rm241,BIOL,2015 - 2016
rm283,THEA,2015 - 2016
bj159,HIST,2015 - 2016
pn642,RELG,2015 - 2016
cm450,POSC,2015 - 2016
ds515,MUSI,2015 - 2016
pm531,ENGL,2015 - 2016
jw719,PBSC,2015 - 2016
cf220,BIOL,2015 - 2016
cp860,ECON,2015 - 2016
sm809,HIST,2015 - 2016
rw237,BIOL,2015 - 2016
df484,PHAS,2015 - 2016
jl827,CLAS,2015 - 2016
jc733,BIOL,2015 - 2016
bh348,RELG,2015 - 2016
jo840,PHAS,2015 - 2016
sw564,CLAS,2015 - 2016
eb190,EDUC,2015 - 2016
cc929,GEOG,2015 - 2016
rc197,ARTS,2015 - 2016
mr901,POSC,2015 - 2016
dm508,EALL,2015 - 2016
rp435,HIST,2015 - 2016
jg612,PHIL,2015 - 2016
kj713,HIST,2015 - 2016
dc824,BIOL,2015 - 2016
jm656,GEOG,2015 - 2016
rs616,BIOL,2015 - 2016
lw117,PHIL,2015 - 2016
ju123,ENGL,2015 - 2016
ll506,EDUC,2015 - 2016
gp128,ENGL,2015 - 2016
bh422,MELL,2015 - 2016
jf241,EDUC,2015 - 2016
th411,THEA,2015 - 2016
aw488,PHAS,2015 - 2016
pc529,CHEM,2015 - 2016
dw682,BIOL,2015 - 2016
as623,SOAN,2015 - 2016
rh405,ECON,2015 - 2016
lb201,WRIT,2015 - 2016
jd401,ENGL,2015 - 2016
to962,POSC,2015 - 2016
jb414,SOAN,2015 - 2016
sp195,EDUC,2015 - 2016
bm332,SOAN,2015 - 2016
kc189,HIST,2015 - 2016
tr732,EEGS,2015 - 2016
sh694,ARTS,2015 - 2016
ag237,ECON,2015 - 2016
wn442,PHIL,2015 - 2016
jr825,GEOG,2015 - 2016
lb705,ARTS,2015 - 2016
mb707,ARTS,2015 - 2016
ed343,SOAN,2015 - 2016
gc995,MATH,2015 - 2016
mw412,PHAS,2015 - 2016
ts687,EDUC,2015 - 2016
dc272,SOAN,2015 - 2016
cs856,SOAN,2015 - 2016
dn746,COSC,2015 - 2016
bl911,RELG,2015 - 2016
bp195,PBSC,2015 - 2016
sc920,RMLL,2015 - 2016
to992,THEA,2015 - 2016
mp336,EDUC,2015 - 2016
rd320,MUSI,2015 - 2016
rw559,GERM,2015 - 2016
sh819,GEOG,2015 - 2016
jp995,GEOG,2015 - 2016
bs264,BIOL,2015 - 2016
jb218,PBSC,2015 - 2016
tm347,RELG,2015 - 2016
jm711,RMLL,2015 - 2016
fh435,EALL,2015 - 2016
mn249,POSC,2015 - 2016
wm882,MELL,2015 - 2016
js396,COSC,2015 - 2016
jb233,EEGS,2015 - 2016
ml616,MATH,2015 - 2016
dc673,HIST,2015 - 2016
mo343,SOAN,2015 - 2016
ds846,BIOL,2015 - 2016
dg936,ARTS,2015 - 2016
pm445,POSC,2015 - 2016
kv312,GERM,2015 - 2016
dh410,THEA,2015 - 2016
cp780,ARTS,2015 - 2016
lp425,SOAN,2015 - 2016
ec534,SOAN,2015 - 2016
sl591,ENGL,2015 - 2016
cp966,ENST,2015 - 2016
jm129,THEA,2015 - 2016
el986,WRIT,2015 - 2016
nl945,CLAS,2015 - 2016
ks408,GERM,2015 - 2016
za250,ENST,2015 - 2016
sb727,BIOL,2015 - 2016
mg164,EEGS,2015 - 2016
jr233,PHAS,2015 - 2016
pc779,POSC,2015 - 2016
ml537,MATH,2015 - 2016
rp181,ENGL,2015 - 2016
sm788,PBSC,2015 - 2016
cl295,GEOG,2015 - 2016
jl797,PBSC,2015 - 2016
cs935,RELG,2015 - 2016
ca129,ARTS,2015 - 2016
sm426,MATH,2015 - 2016
rs214,BIOL,2015 - 2016
br473,ENGL,2015 - 2016
bf580,WRIT,2015 - 2016
pz209,BIOL,2015 - 2016
tr166,MATH,2015 - 2016
mh647,ECON,2015 - 2016
ad646,RELG,2015 - 2016
lg565,RMLL,2015 - 2016
ps469,SOAN,2015 - 2016
ks207,POSC,2015 - 2016
cw272,COSC,2015 - 2016
dg682,PHAS,2015 - 2016
hr242,SOAN,2015 - 2016
jw580,EDUC,2015 - 2016
sm871,ENGL,2015 - 2016
tl308,PBSC,2015 - 2016
kh262,ENGL,2015 - 2016
kr544,WRIT,2015 - 2016
ss528,EALL,2015 - 2016
mw639,EALL,2015 - 2016
tc360,ENGL,2015 - 2016
wd678,GERM,2015 - 2016
aw744,PHIL,2015 - 2016
sg475,EDUC,2015 - 2016
mm959,HIST,2015 - 2016
ab664,MATH,2015 - 2016
jh931,SOAN,2015 - 2016
ct965,MUSI,2015 - 2016
sj920,MUSI,2015 - 2016
kt418,POSC,2015 - 2016
dv302,PHAS,2015 - 2016
pp279,PBSC,2015 - 2016
mf445,RMLL,2015 - 2016
kh300,CHEM,2015 - 2016
tc292,EDUC,2015 - 2016
bc372,BIOL,2015 - 2016
jt644,ARTS,2015 - 2016
mm133,BIOL,2015 - 2016
gj551,RELG,2015 - 2016
jf479,ENGL,2015 - 2016
mr334,RMLL,2015 - 2016
kw389,ENGL,2015 - 2016
fb406,SOAN,2015 - 2016
tt271,POSC,2015 - 2016
vw113,CLAS,2015 - 2016
tj850,PHAS,2015 - 2016
fr589,HIST,2015 - 2016
bm189,EEGS,2015 - 2016
rm980,SOAN,2015 - 2016
sl432,CHEM,2015 - 2016
nw755,MATH,2015 - 2016
tm870,EDUC,2015 - 2016
sw822,HIST,2015 - 2016
vg234,RELG,2015 - 2016
bb685,GERM,2015 - 2016
ry691,ARTS,2015 - 2016
st345,BIOL,2015 - 2016
em261,RMLL,2015 - 2016
sa905,HIST,2015 - 2016
ww976,RMLL,2015 - 2016
ta951,BIOL,2015 - 2016
ew309,SOAN,2015 - 2016
dm808,HIST,2015 - 2016
br609,EDUC,2015 - 2016
cm805,HIST,2015 - 2016
ad644,PBSC,2015 - 2016
ac500,MATH,2015 - 2016
wj923,POSC,2015 - 2016
cp463,ENGL,2015 - 2016
dh718,EDUC,2015 - 2016
bb934,ARTS,2015 - 2016
nj813,PBSC,2015 - 2016
sk425,PHAS,2015 - 2016
ih592,ENGL,2015 - 2016
ad609,RMLL,2015 - 2016
jh128,PHAS,2015 - 2016
ac141,CLAS,2015 - 2016
ab179,ENST,2015 - 2016
jp397,ENGL,2015 - 2016
ld582,RMLL,2015 - 2016
jd503,POSC,2015 - 2016
js117,BIOL,2015 - 2016
jt966,ARTS,2015 - 2016
em334,ARTS,2015 - 2016
cc208,EDUC,2015 - 2016
jh198,MUSI,2015 - 2016
dc127,THEA,2015 - 2016
cw454,ENGL,2015 - 2016
ss109,PBSC,2015 - 2016
jm476,ARTS,2015 - 2016
do659,MELL,2015 - 2016
tr161,POSC,2015 - 2016
jb301,SOAN,2015 - 2016
rg169,RELG,2015 - 2016
rb707,CLAS,2015 - 2016
gs442,SOAN,2015 - 2016
jc526,HIST,2015 - 2016
bg460,SOAN,2015 - 2016
cd493,ENGL,2015 - 2016
ha384,ENGL,2015 - 2016
mg631,POSC,2015 - 2016
sd929,WRIT,2015 - 2016
bc312,ENGL,2015 - 2016
sf764,EDUC,2015 - 2016
tw470,PHIL,2015 - 2016
cj837,EDUC,2015 - 2016
tj728,SOAN,2015 - 2016
dh958,EDUC,2015 - 2016
js481,RMLL,2015 - 2016
mt206,EEGS,2015 - 2016
kw341,PHIL,2015 - 2016
mr731,EALL,2015 - 2016
jc543,WRIT,2015 - 2016
jf387,EDUC,2015 - 2016
kc444,ECON,2015 - 2016
kl196,BIOL,2015 - 2016
cw332,ENGL,2015 - 2016
sa525,BIOL,2015 - 2016
fj124,PHIL,2015 - 2016
ap653,PHAS,2015 - 2016
cb575,SOAN,2015 - 2016
sr466,POSC,2015 - 2016
kh840,PHIL,2015 - 2016
mm414,POSC,2015 - 2016
mb907,PHIL,2015 - 2016
cs443,PHAS,2015 - 2016
gf279,CLAS,2015 - 2016
rr413,SOAN,2015 - 2016
cj389,THEA,2015 - 2016
mc329,HIST,2015 - 2016
gw213,CHEM,2015 - 2016
dp608,CLAS,2015 - 2016
tc738,POSC,2015 - 2016
mt726,PBSC,2015 - 2016
kh352,BIOL,2015 - 2016
jp145,HIST,2015 - 2016
nt301,COSC,2015 - 2016
cw424,ENGL,2015 - 2016
ea630,COSC,2015 - 2016
dc106,RELG,2015 - 2016
cd863,GEOG,2015 - 2016
rf523,HIST,2015 - 2016
jc788,BIOL,2015 - 2016
jm887,MUSI,2015 - 2016
ds627,ARTS,2015 - 2016
mt179,ENST,2015 - 2016
jt114,ENGL,2015 - 2016
jm938,PHIL,2015 - 2016
mm143,POSC,2015 - 2016
jc328,PHAS,2015 - 2016
de360,GERM,2015 - 2016
jc588,HIST,2015 - 2016
be564,CHEM,2015 - 2016
pg887,POSC,2015 - 2016
ts549,ARTS,2015 - 2016
cm608,THEA,2015 - 2016
kj866,HIST,2015 - 2016
ep692,RMLL,2015 - 2016
wg156,EDUC,2015 - 2016
tb217,SOAN,2015 - 2016
cn108,HIST,2015 - 2016
mg663,RMLL,2015 - 2016
ma405,PBSC,2015 - 2016
ga900,ENGL,2015 - 2016
jd406,POSC,2015 - 2016
ds813,SOAN,2015 - 2016
hb889,ARTS,2015 - 2016
js139,POSC,2015 - 2016
kw699,HIST,2015 - 2016
eg506,GEOG,2015 - 2016
ds834,MELL,2015 - 2016
sd673,RMLL,2015 - 2016
go619,EDUC,2015 - 2016
wb727,BIOL,2015 - 2016
jm291,CLAS,2015 - 2016
ko998,ENGL,2015 - 2016
jv239,HIST,2015 - 2016
jw597,EEGS,2015 - 2016
sc545,EDUC,2015 - 2016
ew522,BIOL,2015 - 2016
jb648,RELG,2015 - 2016
mt142,BIOL,2015 - 2016
jj832,MELL,2015 - 2016
ka625,GEOG,2015 - 2016
jk189,POSC,2015 - 2016
km107,ARTS,2015 - 2016
wc110,COSC,2015 - 2016
rw718,GEOG,2015 - 2016
jc137,ARTS,2015 - 2016
rk250,ENGL,2015 - 2016
rs558,EALL,2015 - 2016
cg441,ARTS,2015 - 2016
as232,PBSC,2015 - 2016
mr299,RMLL,2015 - 2016
es203,EDUC,2015 - 2016
tt211,EEGS,2015 - 2016
mp408,PHIL,2015 - 2016
ec783,GEOG,2015 - 2016
rh384,PHAS,2015 - 2016
at801,EALL,2015 - 2016
pp144,BIOL,2015 - 2016
jg376,ENGL,2015 - 2016
av374,GERM,2015 - 2016
ld465,BIOL,2015 - 2016
ab302,MUSI,2015 - 2016
mw976,RMLL,2015 - 2016
jb453,COSC,2015 - 2016
me484,ENGL,2015 - 2016
mh815,ARTS,2015 - 2016
ve979,ARTS,2015 - 2016
jj523,ENGL,2015 - 2016
vw293,PHAS,2015 - 2016
jk205,GEOG,2015 - 2016
dl797,ECON,2015 - 2016
ek864,COSC,2015 - 2016
cw991,RMLL,2015 - 2016
cw175,RELG,2015 - 2016
kl898,EALL,2015 - 2016
ct171,POSC,2015 - 2016
ta670,HIST,2015 - 2016
jl870,RMLL,2015 - 2016
ml221,MATH,2015 - 2016
sw122,CLAS,2015 - 2016
jr907,SOAN,2015 - 2016
dk878,GERM,2015 - 2016
ja650,ENGL,2015 - 2016
iw242,COSC,2015 - 2016
bb867,BIOL,2015 - 2016
tr792,RELG,2015 - 2016
km796,BIOL,2015 - 2016
hg877,PBSC,2015 - 2016
jr127,PHIL,2015 - 2016
ea701,ARTS,2015 - 2016
lr865,PBSC,2015 - 2016
bs885,THEA,2015 - 2016
ah917,BIOL,2015 - 2016
mr875,POSC,2015 - 2016
mv789,RELG,2015 - 2016
rm706,ENGL,2015 - 2016
mw785,BIOL,2015 - 2016
jr547,POSC,2015 - 2016
ho216,PHIL,2015 - 2016
tt680,CLAS,2015 - 2016
eh248,CLAS,2015 - 2016
sj295,CLAS,2015 - 2016
kd171,POSC,2015 - 2016
ms440,RMLL,2015 - 2016
lm756,POSC,2015 - 2016
tk422,ARTS,2015 - 2016
pr542,THEA,2015 - 2016
dj411,HIST,2015 - 2016
jg237,EDUC,2015 - 2016
kf790,SOAN,2015 - 2016
mi911,BIOL,2015 - 2016
po805,SOAN,2015 - 2016
ah293,PBSC,2015 - 2016
dk386,WRIT,2015 - 2016
th181,HIST,2015 - 2016
kc352,WRIT,2015 - 2016
ce910,RMLL,2015 - 2016
ls334,ENST,2015 - 2016
ja262,RELG,2015 - 2016
ev993,GEOG,2015 - 2016
tn340,COSC,2015 - 2016
rm644,BIOL,2015 - 2016
lf309,EDUC,2015 - 2016
db475,MUSI,2015 - 2016
jg430,THEA,2015 - 2016
ka893,THEA,2015 - 2016
at622,WRIT,2015 - 2016
pe947,GERM,2015 - 2016
kt146,WRIT,2015 - 2016
rs958,SOAN,2015 - 2016
na834,RELG,2015 - 2016
rs132,ARTS,2015 - 2016
tr762,MELL,2015 - 2016
kn500,CHEM,2015 - 2016
jc226,ENGL,2015 - 2016
ls876,PBSC,2015 - 2016
tb192,ENGL,2015 - 2016
ls286,ENGL,2015 - 2016
mh923,RELG,2015 - 2016
mb116,BIOL,2015 - 2016
wj751,ENGL,2015 - 2016
mg943,WRIT,2015 - 2016
lb966,ARTS,2015 - 2016
jh835,SOAN,2015 - 2016
jp950,ENGL,2015 - 2016
mp510,PBSC,2015 - 2016
kc867,POSC,2015 - 2016
tc274,RELG,2015 - 2016
da826,SOAN,2015 - 2016
be108,RELG,2015 - 2016
dc442,HIST,2015 - 2016
mr183,EALL,2015 - 2016
jm740,HIST,2015 - 2016
ts772,ECON,2015 - 2016
al860,ENGL,2015 - 2016
ah865,COSC,2015 - 2016
kh217,EALL,2015 - 2016
mj961,CHEM,2015 - 2016
sm885,SOAN,2015 - 2016
km911,MELL,2015 - 2016
cs827,POSC,2015 - 2016
mg956,HIST,2015 - 2016
mc153,BIOL,2015 - 2016
ms780,ARTS,2015 - 2016
jn685,PBSC,2015 - 2016
kn804,HIST,2015 - 2016
bw642,ENGL,2015 - 2016
gs660,RELG,2015 - 2016
jm283,PBSC,2015 - 2016
ra309,GERM,2015 - 2016
js784,COSC,2015 - 2016
kv470,CHEM,2015 - 2016
kp806,PBSC,2015 - 2016
ac490,PBSC,2015 - 2016
sh527,WRIT,2015 - 2016
kh907,ENGL,2015 - 2016
wc413,CLAS,2015 - 2016
mr601,SOAN,2015 - 2016
bd278,ARTS,2015 - 2016
es195,MATH,2015 - 2016
mh147,SOAN,2015 - 2016
jc357,ENGL,2015 - 2016
do181,ARTS,2015 - 2016
dr792,RMLL,2015 - 2016
gg190,PHAS,2015 - 2016
rp680,BIOL,2015 - 2016
vw706,BIOL,2015 - 2016
rr840,EDUC,2015 - 2016
th377,EDUC,2015 - 2016
sb238,ENGL,2015 - 2016
cg154,ECON,2015 - 2016
cr317,CLAS,2015 - 2016
ms973,MATH,2015 - 2016
tp213,SOAN,2015 - 2016
db722,ENGL,2015 - 2016
ph774,PBSC,2015 - 2016
ds500,PHAS,2015 - 2016
kl301,POSC,2015 - 2016
bm826,RMLL,2015 - 2016
js298,WRIT,2015 - 2016
ma571,COSC,2015 - 2016
mm793,PHAS,2015 - 2016
jm924,MUSI,2015 - 2016
al492,ENGL,2015 - 2016
bm747,EALL,2015 - 2016
js323,WRIT,2015 - 2016
es155,ENGL,2015 - 2016
ky653,ARTS,2015 - 2016
ea414,EALL,2015 - 2016
ll159,EDUC,2015 - 2016
nt878,ENGL,2015 - 2016
jm239,ENST,2015 - 2016
bj239,EDUC,2015 - 2016
jw244,SOAN,2015 - 2016
ao533,RELG,2015 - 2016
gg243,PBSC,2015 - 2016
ag874,PHAS,2015 - 2016
jc768,CHEM,2015 - 2016
cw623,POSC,2015 - 2016
td866,ENGL,2015 - 2016
rb150,RMLL,2015 - 2016
sh646,BIOL,2015 - 2016
bp863,PHAS,2015 - 2016
jd618,EDUC,2015 - 2016
ds340,ENGL,2015 - 2016
tc381,PHAS,2015 - 2016
ed499,BIOL,2015 - 2016
ap558,MUSI,2015 - 2016
ap199,CHEM,2015 - 2016
kv257,PBSC,2015 - 2016
aw883,CHEM,2015 - 2016
mh310,RELG,2015 - 2016
jm626,WRIT,2015 - 2016
jk813,POSC,2015 - 2016
nd961,SOAN,2015 - 2016
jk933,ARTS,2015 - 2016
dg897,ENGL,2015 - 2016
kf369,PBSC,2015 - 2016
sl653,EALL,2015 - 2016
gf522,POSC,2015 - 2016
sh430,SOAN,2015 - 2016
sh325,EEGS,2015 - 2016
bg756,POSC,2015 - 2016
jg359,ARTS,2015 - 2016
jr570,ARTS,2015 - 2016
tw388,PBSC,2015 - 2016
jc954,SOAN,2015 - 2016
rb619,CHEM,2015 - 2016
ns236,GEOG,2015 - 2016
jj758,PBSC,2015 - 2016
dh300,WRIT,2015 - 2016
cg339,ENST,2015 - 2016
bh681,HIST,2015 - 2016
as935,ENGL,2015 - 2016
mb695,EALL,2015 - 2016
pk946,RELG,2015 - 2016
ac879,PHAS,2015 - 2016
kg453,COSC,2015 - 2016
sa503,ENGL,2015 - 2016
sa846,EALL,2015 - 2016
re326,MUSI,2015 - 2016
es349,ECON,2015 - 2016
mp154,THEA,2015 - 2016
ka577,ENGL,2015 - 2016
ms807,HIST,2015 - 2016
tr585,RMLL,2015 - 2016
ss328,ECON,2015 - 2016
jm960,ARTS,2015 - 2016
am113,SOAN,2015 - 2016
kh460,HIST,2015 - 2016
de789,RELG,2015 - 2016
kw724,ECON,2015 - 2016
mg605,COSC,2015 - 2016
mj133,ECON,2015 - 2016
wp846,ARTS,2015 - 2016
ad186,EEGS,2015 - 2016
ap464,THEA,2015 - 2016
ro159,HIST,2015 - 2016
tj679,MATH,2015 - 2016
sg315,ENGL,2015 - 2016
dr124,HIST,2015 - 2016
jc750,CLAS,2015 - 2016
mf369,HIST,2015 - 2016
jk408,RMLL,2015 - 2016
tv580,RMLL,2015 - 2016
sy205,EALL,2015 - 2016
am129,ENGL,2015 - 2016
ds536,MATH,2015 - 2016
ml286,PBSC,2015 - 2016
ea195,SOAN,2015 - 2016
bm715,PBSC,2015 - 2016
aa430,RELG,2015 - 2016
wl254,SOAN,2015 - 2016
bm582,HIST,2015 - 2016
sw207,THEA,2015 - 2016
mb731,HIST,2015 - 2016
am587,RELG,2015 - 2016
eb903,EDUC,2015 - 2016
ep846,RELG,2015 - 2016
cp891,SOAN,2015 - 2016
mt840,ENGL,2015 - 2016
ak121,EEGS,2015 - 2016
cw988,HIST,2015 - 2016
gc490,CLAS,2015 - 2016
aa378,POSC,2015 - 2016
ch174,ARTS,2015 - 2016
mh102,ARTS,2015 - 2016
ml819,SOAN,2015 - 2016
pc458,BIOL,2015 - 2016
wh178,SOAN,2015 - 2016
km788,CLAS,2015 - 2016
rf998,GEOG,2015 - 2016
tp363,MATH,2015 - 2016
pm744,ARTS,2015 - 2016
df473,THEA,2015 - 2016
cb216,ARTS,2015 - 2016
sw371,CHEM,2015 - 2016
kr137,ENGL,2015 - 2016
ae293,PHAS,2015 - 2016
mc803,COSC,2015 - 2016
mw817,THEA,2015 - 2016
mg673,RELG,2015 - 2016
ag815,BIOL,2015 - 2016
jp256,RELG,2015 - 2016
ke690,PBSC,2015 - 2016
cz682,ECON,2015 - 2016
cm704,ENGL,2015 - 2016
ma908,GEOG,2015 - 2016
rl348,MUSI,2015 - 2016
mc871,ENGL,2015 - 2016
mh965,PHAS,2015 - 2016
tr542,HIST,2015 - 2016
jo742,WRIT,2015 - 2016
sw315,RELG,2015 - 2016
sb982,PBSC,2015 - 2016
ck221,ARTS,2015 - 2016
vf161,EALL,2015 - 2016
lw149,THEA,2015 - 2016
kw287,PHIL,2015 - 2016
mm805,ECON,2015 - 2016
ng683,ARTS,2015 - 2016
rm983,ENST,2015 - 2016
dw661,PHAS,2015 - 2016
ms709,ENGL,2015 - 2016
yj782,ECON,2015 - 2016
jc346,ECON,2015 - 2016
bm525,PBSC,2015 - 2016
gr703,SOAN,2015 - 2016
pc957,MATH,2015 - 2016
ah933,BIOL,2015 - 2016
aw638,ARTS,2015 - 2016
cb852,CLAS,2015 - 2016
sc994,HIST,2015 - 2016
ny657,HIST,2015 - 2016
el791,GEOG,2015 - 2016
ac338,ENGL,2015 - 2016
lh937,BIOL,2015 - 2016
sb523,ARTS,2015 - 2016
er982,PBSC,2015 - 2016
jn425,RELG,2015 - 2016
bc711,EALL,2015 - 2016
cm400,HIST,2015 - 2016
mo831,ARTS,2015 - 2016
tt819,ARTS,2015 - 2016
pf308,POSC,2015 - 2016
sh764,THEA,2015 - 2016
jh105,PHIL,2015 - 2016
ab758,CHEM,2015 - 2016
sb105,GEOG,2015 - 2016
cf262,THEA,2015 - 2016
tb991,EALL,2015 - 2016
sr176,ENGL,2015 - 2016
mc826,PBSC,2015 - 2016
rc692,RMLL,2015 - 2016
ss402,CLAS,2015 - 2016
kz295,EEGS,2015 - 2016
cl641,ARTS,2015 - 2016
mr908,CHEM,2015 - 2016
jd229,PHAS,2015 - 2016
jk726,RMLL,2015 - 2016
ms483,GERM,2015 - 2016
ab692,EEGS,2015 - 2016
ad108,ENST,2015 - 2016
dm673,WRIT,2015 - 2016
tb990,GERM,2015 - 2016
an719,SOAN,2015 - 2016
jw817,CHEM,2015 - 2016
wr464,ARTS,2015 - 2016
cw789,PBSC,2015 - 2016
fv752,RMLL,2015 - 2016
ts713,WRIT,2015 - 2016
pc880,HIST,2015 - 2016
lz118,ENGL,2015 - 2016
tw918,ECON,2015 - 2016
dl690,CHEM,2015 - 2016
sw629,RMLL,2015 - 2016
rp112,BIOL,2015 - 2016
mm388,HIST,2015 - 2016
jh399,EALL,2015 - 2016
nj334,POSC,2015 - 2016
ef135,GEOG,2015 - 2016
ap821,SOAN,2015 - 2016
ms953,MATH,2015 - 2016
mw419,MATH,2015 - 2016
jf400,MUSI,2015 - 2016
bj949,ARTS,2015 - 2016
jb658,PBSC,2015 - 2016
jo906,POSC,2015 - 2016
db492,RELG,2015 - 2016
jm858,SOAN,2015 - 2016
lr399,POSC,2015 - 2016
jb178,CLAS,2015 - 2016
jp479,PBSC,2015 - 2016
ms366,CHEM,2015 - 2016
sl391,ENGL,2015 - 2016
st322,POSC,2015 - 2016
hs589,PHAS,2015 - 2016
sw395,RMLL,2015 - 2016
rf622,SOAN,2015 - 2016
to108,BIOL,2015 - 2016
cd515,BIOL,2015 - 2016
rd296,PBSC,2015 - 2016
mj906,HIST,2015 - 2016
as190,HIST,2015 - 2016
dh940,PBSC,2015 - 2016
nc477,ARTS,2015 - 2016
dw874,HIST,2015 - 2016
db546,RMLL,2015 - 2016
bm500,BIOL,2015 - 2016
aw250,ENST,2015 - 2016
kt403,RELG,2015 - 2016
me841,RMLL,2015 - 2016
mb113,POSC,2015 - 2016
ks635,ENGL,2015 - 2016
dh776,SOAN,2015 - 2016
dd503,HIST,2015 - 2016
jt900,RMLL,2015 - 2016
aj446,HIST,2015 - 2016
ln180,ECON,2015 - 2016
dj878,HIST,2015 - 2016
mo813,RMLL,2015 - 2016
kt314,POSC,2015 - 2016
sd453,BIOL,2015 - 2016
db987,SOAN,2015 - 2016
jr223,HIST,2015 - 2016
mj238,PBSC,2015 - 2016
ag762,PBSC,2015 - 2016
sd560,POSC,2015 - 2016
jp220,ENGL,2015 - 2016
mm212,POSC,2015 - 2016
jr903,ENGL,2015 - 2016
mk637,RMLL,2015 - 2016
mr252,ENGL,2015 - 2016
eh353,MATH,2015 - 2016
cr583,ENST,2015 - 2016
td940,GEOG,2015 - 2016
dj966,ECON,2015 - 2016
sj412,SOAN,2015 - 2016
mw611,EDUC,2015 - 2016
ac802,PBSC,2015 - 2016
sk579,ARTS,2015 - 2016
